trail_name,feature_name,edge_uid,elastic_net_coefficient,abs_elastic_net_coefficient,screen_rank,n_train_months,train_pearson,abs_train_pearson,mean_trip_count,coefficient_rank
Pine Hill West Branch Trail,edge_514067435,514067435,0.2629417268907742,0.2629417268907742,93,12,0.847380524479318,0.847380524479318,8.333333333333334,75
Pine Hill West Branch Trail,edge_511077905,511077905,0.25722568885102043,0.25722568885102043,64,10,0.8591629389652253,0.8591629389652253,7.5,76
Pine Hill West Branch Trail,edge_514165582,514165582,0.24425566721751113,0.24425566721751113,98,10,0.8465299544220621,0.8465299544220621,7.5,77
Pine Hill West Branch Trail,edge_510839240,510839240,-0.22343906439741795,0.22343906439741795,65,11,0.8591162007724755,0.8591162007724755,14.090909090909092,78
Pine Hill West Branch Trail,edge_510777982,510777982,-0.21733664442423392,0.21733664442423392,2,11,-0.9223826773445135,0.9223826773445135,7.7272727272727275,79
Pine Hill West Branch Trail,edge_507826477,507826477,-0.21667318576334832,0.21667318576334832,33,10,0.877557279344862,0.877557279344862,19.5,80
Pine Hill West Branch Trail,edge_511529695,511529695,0.21389766890909262,0.21389766890909262,84,11,0.8505863135912286,0.8505863135912286,11.363636363636363,81
Pine Hill West Branch Trail,edge_510777980,510777980,-0.19984118236737136,0.19984118236737136,1,10,-0.9551319024841732,0.9551319024841732,8.0,82
Pine Hill West Branch Trail,edge_513551603,513551603,-0.19861313504659384,0.19861313504659384,73,10,-0.855121635960143,0.855121635960143,8.5,83
Pine Hill West Branch Trail,edge_507826479,507826479,-0.19368433503558824,0.19368433503558824,34,10,0.8775572793448619,0.8775572793448619,19.5,84
Pine Hill West Branch Trail,edge_510889550,510889550,0.17894277709657505,0.17894277709657505,80,12,0.8532922523297226,0.8532922523297226,7.083333333333333,85
Pine Hill West Branch Trail,edge_513957413,513957413,0.16892374061092955,0.16892374061092955,38,14,0.8716797453287408,0.8716797453287408,10.357142857142858,86
Pine Hill West Branch Trail,edge_513785373,513785373,0.132386519790887,0.132386519790887,62,11,0.8592479647391571,0.8592479647391571,9.545454545454545,87
Pine Hill West Branch Trail,edge_511128203,511128203,-0.11293548286711788,0.11293548286711788,39,11,0.8702266666412269,0.8702266666412269,9.545454545454545,88
Pine Hill West Branch Trail,edge_514796365,514796365,-0.09493051432844271,0.09493051432844271,78,10,0.8542761193198104,0.8542761193198104,10.0,89
Pine Hill West Branch Trail,edge_514173659,514173659,0.08538944570284833,0.08538944570284833,4,12,0.9125408119638588,0.9125408119638588,17.083333333333332,90
Pine Hill West Branch Trail,edge_514926980,514926980,0.06931007205159956,0.06931007205159956,31,10,0.8781770899921456,0.8781770899921456,6.5,91
Pine Hill West Branch Trail,edge_513729927,513729927,0.055305207613180446,0.055305207613180446,63,10,0.859246053958541,0.859246053958541,9.5,92
