edge_uid,n_train_observed,n_train_months,train_pearson,abs_train_pearson,mean_trip_count,std_trip_count,min_trip_count,max_trip_count,trail_name,screen_rank
499508039,12,12,0.9681178789812067,0.9681178789812067,9.583333333333334,8.649312461728162,5.0,35.0,Vernooy Falls Trail,15
511139760,11,11,0.9638797735871425,0.9638797735871425,11.363636363636363,8.090398349558905,5.0,30.0,Vernooy Falls Trail,16
515400651,13,13,0.9634116304881053,0.9634116304881053,8.076923076923077,5.96463939202724,5.0,25.0,Vernooy Falls Trail,17
512929292,11,11,0.9630738331978205,0.9630738331978205,7.7272727272727275,3.437758254761643,5.0,15.0,Vernooy Falls Trail,18
512929290,11,11,0.9630738331978205,0.9630738331978205,7.7272727272727275,3.437758254761643,5.0,15.0,Vernooy Falls Trail,19
514690814,11,11,0.9625427904674649,0.9625427904674649,13.636363636363637,20.62654952856986,5.0,75.0,Vernooy Falls Trail,20
515542127,11,11,0.9613250172136582,0.9613250172136582,13.636363636363637,11.851352051751118,5.0,45.0,Vernooy Falls Trail,21
515542130,11,11,0.9613250172136582,0.9613250172136582,13.636363636363637,11.851352051751118,5.0,45.0,Vernooy Falls Trail,22
499425110,11,11,0.9607788265836713,0.9607788265836713,5.454545454545454,1.507556722888818,5.0,10.0,Vernooy Falls Trail,23
515824592,10,10,0.9607092395199819,0.9607092395199819,20.5,24.203994160744077,5.0,85.0,Vernooy Falls Trail,24
512681997,11,11,0.9596966484608143,0.9596966484608143,7.7272727272727275,5.178627406773132,5.0,20.0,Vernooy Falls Trail,25
512681995,11,11,0.9596966484608142,0.9596966484608142,7.7272727272727275,5.178627406773132,5.0,20.0,Vernooy Falls Trail,26
511111082,15,15,0.9587862687815926,0.9587862687815926,9.333333333333334,8.423323628614831,5.0,35.0,Vernooy Falls Trail,27
511193447,10,10,0.9587394557084365,0.9587394557084365,9.5,6.433419688539594,5.0,25.0,Vernooy Falls Trail,28
515782280,10,10,0.9586778712947714,0.9586778712947714,16.0,17.76388345929897,5.0,60.0,Vernooy Falls Trail,29
510876210,10,10,0.9582419591056726,0.9582419591056726,8.5,7.8351061823621055,5.0,30.0,Vernooy Falls Trail,30
512929293,12,12,0.9577790941922887,0.9577790941922887,7.5,3.37099931231621,5.0,15.0,Vernooy Falls Trail,31
515542136,10,10,0.957368000688192,0.957368000688192,13.5,10.287532908007309,5.0,40.0,Vernooy Falls Trail,32
510873060,11,11,0.9569522700921718,0.9569522700921718,6.363636363636363,3.2333489534143163,5.0,15.0,Vernooy Falls Trail,33
510876211,10,10,0.9568487963550072,0.9568487963550072,8.5,7.8351061823621055,5.0,30.0,Vernooy Falls Trail,34
513531640,10,10,0.9564764422503871,0.9564764422503871,11.5,12.258783698955527,5.0,45.0,Vernooy Falls Trail,35
514735466,11,11,0.9551274358891723,0.9551274358891723,20.0,22.24859546128699,5.0,80.0,Vernooy Falls Trail,36
513531637,11,11,0.9550485690922209,0.9550485690922209,10.909090909090908,11.793680896603448,5.0,45.0,Vernooy Falls Trail,37
515506162,17,17,0.9550288797046458,0.9550288797046458,10.0,8.477912478906585,5.0,35.0,Vernooy Falls Trail,38
515506160,17,17,0.9550288797046455,0.9550288797046455,10.0,8.477912478906585,5.0,35.0,Vernooy Falls Trail,39
513812899,10,10,0.954808750446745,0.954808750446745,29.5,51.66397842468837,5.0,170.0,Vernooy Falls Trail,40
