edge_uid,reported_months,mean_trips,std_trips,log_variance,max_trips
510648834,63,375.7142857142857,1274.2884975998202,2.525937072531314,6855.0
512404336,63,840.3174603174604,1870.4915416197061,2.5239726813132517,10250.0
512413972,63,326.74603174603175,849.6831281900174,2.52075353700752,5530.0
510648542,63,350.7936507936508,1192.3287076372067,2.5207239959853474,6495.0
512413999,63,316.031746031746,837.0291930056418,2.520698079902146,5415.0
511062009,63,476.9047619047619,1346.4231074709753,2.520571997543579,6615.0
510975350,63,896.1111111111111,1289.1627829733466,2.5194588362465526,4785.0
512396362,63,1248.7301587301588,4204.686322565877,2.5157142310183502,22055.0
512403759,63,1906.3492063492063,5704.184104273189,2.514867142817155,28460.0
510837393,63,733.5714285714286,2592.551898346901,2.5142917022052473,14425.0
512414002,63,325.4761904761905,840.6778727397824,2.512115580237227,5440.0
510648837,63,374.2857142857143,1274.6270349953409,2.510899101404744,6850.0
510648494,63,333.968253968254,1134.8703772543734,2.5090775996171324,6295.0
510648838,63,373.8095238095238,1273.1259833909814,2.5086342655320633,6850.0
512414113,63,478.8095238095238,1128.9728111406985,2.5080196535225303,7255.0
510838043,63,803.6507936507936,2685.166272011127,2.507973389245115,11470.0
510648543,63,352.14285714285717,1194.725206050475,2.507723373796359,6510.0
512403155,63,734.5238095238095,1691.0036422114385,2.5031603464804766,9530.0
511050224,63,332.77777777777777,412.7580109788787,2.501032823633752,2485.0
510838037,63,781.9047619047619,2617.4830049316447,2.5006130526607846,11145.0
510648836,63,375.63492063492066,1275.1633330117577,2.4988587064021126,6850.0
512403818,63,687.3015873015873,1543.6782699534488,2.4978662866058827,8510.0
512400830,63,763.8095238095239,1763.1889443438047,2.4959514688762683,9830.0
510837386,63,738.4920634920635,2617.604426071214,2.4955556125132485,14520.0
512413965,63,321.42857142857144,836.3483553093001,2.495167631991345,5410.0
510648743,63,354.76190476190476,1199.3104297522145,2.4942810410158396,6525.0
512413223,63,229.36507936507937,467.3272425871474,2.4942059544480073,2535.0
512403820,63,789.3650793650794,1814.8863583154703,2.493642178694002,9800.0
512413221,63,228.4126984126984,466.27022605686204,2.490803796924119,2530.0
511052217,63,871.6666666666666,1893.6645221846047,2.490040603871289,8650.0
512413998,63,318.3333333333333,840.9873229837384,2.487573996970865,5450.0
